adult,43.262093
adunc,0.000000
adure,0.000000
adust,0.008796
adzes,0.169443
aecia,0.007868
aedes,0.291502
aeger,0.006497
aegir,0.009732
aegis,0.803661
aegle,0.017045
aeons,0.227472
aequi,0.022036
aerie,0.060268
aeron,0.042720
aesir,0.036104
aesop,0.263786
aetat,0.011777
aevum,0.050342
afara,0.003159
afars,0.023213
afear,0.000000
affix,0.571373
afire,0.435021
aflat,0.010061
aflow,0.002806
afoam,0.001130
afoot,0.773634
afore,0.459193
afoul,0.266786
afric,0.048884
afrit,0.009295
afros,0.021025
after,570.155331
agada,0.026297
agade,0.025385
again,284.333785
agama,0.168865
agami,0.015273
agamy,0.001867
agape,0.646240
agars,0.026317
agasp,0.000769
agast,0.004182
agata,0.069702
agate,0.488776
agaty,0.000000
agave,0.244457
agaze,0.001471
agena,0.057691
agend,0.000785
agene,0.005978
agent,40.912928
agers,0.465956
agger,0.097458
aggie,0.286479
aggry,0.000801
aggro,0.015630
aghan,0.005415
aghas,0.022460
agile,1.051488
aging,13.866228
agios,0.040654
agism,0.006870
agist,0.002378
aglee,0.001308
agley,0.009720
aglet,0.012518
aglow,0.300432
agmas,0.000000
agnat,0.000000
agnel,0.007317
agnes,3.238595
agnus,0.149239
agoge,0.008031
agone,0.048019
agony,4.525431
agora,0.487900
agree,33.931935
agria,0.010354
agric,1.294677
agrin,0.023375
agrom,0.000000
agron,0.247625
agues,0.041094
agura,0.003465
agush,0.000000
agust,0.006996
ahead,34.191099
aheap,0.003139
ahind,0.001169
ahint,0.008146
ahmed,2.287764
ahmet,0.190016
ahold,0.122645
aholt,0.005090
ahsan,0.059257
ahull,0.003183
ahura,0.211822
ayahs,0.022040
aided,6.590713
aider,0.100245
aides,2.228138
aiger,0.001518
aigre,0.014881
ayins,0.000408
ailed,0.129126
aylet,0.000765
ailie,0.032889
ayllu,0.118158
aimak,0.010738
aimed,14.749323
aimee,0.347409
aimer,0.129308
ainus,0.026368
aioli,0.020739
ayond,0.000000
ayont,0.005883
ayous,0.000706
airan,0.005649
aired,1.073583
airer,0.001693
airth,0.020105
airts,0.004344
aisle,2.731596
aitch,0.013529
aiver,0.000638
aizle,0.000000
ajaja,0.003302
ajava,0.000436
ajiva,0.014199
ajuga,0.015035
akala,0.010885
akali,0.358156
akasa,0.104803
akebi,0.000694
akees,0.000000
akela,0.014203
akene,0.001677
aking,0.057850
akkad,0.093938
aknee,0.000000
aknow,0.000000
akron,0.707024
akule,0.003841
alack,0.141061
alain,1.331930
alala,0.009728
alamo,0.674951
aland,0.225327
alane,0.031177
alang,0.055495
alani,0.036195
alans,0.063328
alant,0.003243
alapa,0.009692
alary,0.027474
alarm,9.517808
alate,0.024898
alawi,0.053831
alban,0.554439
albas,0.015895
albee,0.315170
albin,0.279879
albyn,0.010691
album,4.283586
albus,0.171334
alcae,0.001284
alces,0.034879
alcid,0.005359
alcor,0.021421
alday,0.014702
aldea,0.057961
alden,0.779727
alder,0.798377
aldol,0.070031
aldus,0.167672
aleak,0.001645
aleck,0.203300
alecs,0.004626
aleft,0.001138
aleph,0.201464
alert,9.562676
aleut,0.167370
alfas,0.009775
alfet,0.000000
alfin,0.017818
alfur,0.000825
algae,3.797711
algal,1.266814
algas,0.014932
algic,0.012245
algid,0.005506
algin,0.023744
algol,0.359575
algor,0.010473
algum,0.008550
alias,1.623436
alibi,0.728278
alice,10.865741
alick,0.089605
alida,0.117722
alids,0.012942
alien,9.420378
alife,0.026511
align,2.221712
aliya,0.119180
alike,13.546119
aline,0.294193
alish,0.000840
aliso,0.033087
alist,0.028759
alite,0.020442
alive,26.139841
alkyd,0.194825
alkyl,0.948044
allah,4.867655
allay,0.825094
allan,4.380996
alley,3.803697
allen,17.598368
aller,0.534274
allez,0.072608
allie,0.564151
allyl,0.187475
allis,0.240271
allod,0.005133
alloy,5.514470
alloo,0.003635
allot,0.318611
allow,64.275412
almah,0.024343
alman,0.037218
almas,0.067859
almeh,0.001819
almon,0.112830
almud,0.005740
almug,0.003120
alnus,0.118170
aloes,0.165571
aloft,1.531075
alogy,0.001934
aloha,0.261689
aloin,0.010477
alois,0.256861
aloma,0.014405
alone,101.161718
along,154.471390
aloof,1.987835
alosa,0.024109
alose,0.001613
aloud,6.954466
alpen,0.066131
alpha,7.969319
altar,8.066262
alter,14.155669
altho,0.113131
altin,0.011210
altos,0.350454
altun,0.029488
altus,0.058080
aluco,0.005324
alula,0.034978
alums,0.054564
alure,0.002953
aluta,0.004781
alvah,0.053997
alvan,0.068723
alvar,0.268963
alvin,1.609740
alway,0.143721
amaas,0.000408
amadi,0.048011
amahs,0.017433
amain,0.054592
amala,0.037344
amani,0.046505
amant,0.118923
amapa,0.033266
amara,0.202491
amass,0.382566
amate,0.022773
amati,0.058809
amaut,0.003048
amaze,0.382633
amban,0.033626
ambar,0.071787
amber,2.634630
ambit,0.360938
amble,0.143111
ambon,0.126177
ambos,0.084250
ambry,0.006596
ameba,0.081578
ameen,0.043215
ameer,0.168999
amend,2.145842
amene,0.032211
amens,0.048701
ament,0.069151
amess,0.005482
amias,0.010568
amice,0.039136
amici,0.116901
amide,0.799241
amido,0.046525
amids,0.002497
amies,0.040872
amiga,0.095087
amigo,0.290035
amylo,0.015325
amyls,0.000000
amine,1.482430
amini,0.053224
amino,11.310112
amirs,0.166498
amish,0.970282
amiss,0.935681
amita,0.044935
amity,0.603279
amlet,0.002759
amman,0.785803
ammer,0.024390
ammos,0.006596
amnia,0.001617
amnic,0.000000
amole,0.013105
among,251.591316
amora,0.041665
amort,0.017097
amour,0.970179
amove,0.017223
amper,0.005843
amphi,0.023276
ampyx,0.003932
ample,6.951798
amply,1.854396
ampul,0.020149
amrit,0.190694
amsel,0.070226
amuck,0.095987
amuse,1.469979
amvis,0.000000
amzel,0.003393
anama,0.002949
anana,0.014461
anasa,0.005581
ancle,0.030515
ancon,0.055836
ancor,0.038914
ancre,0.041919
andes,1.668102
andor,0.054762
andre,4.301915
anear,0.010175
anele,0.002949
anent,0.073527
angas,0.083529
angel,11.505377
anger,24.936834
angia,0.001522
angie,0.923761
angka,0.024973
angle,30.834441
anglo,12.284525
angor,0.006564
angry,21.832293
angst,0.530869
angus,1.984556
anhyd,0.002882
aniba,0.009545
anice,0.017433
anigh,0.013739
anile,0.009850
anils,0.003294
anima,1.041233
anime,0.138790
animi,0.128884
animo,0.134089
anion,1.754520
anise,0.230853
anita,1.802761
anjan,0.020383
anjou,0.577803
anker,0.125852
ankhs,0.003726
ankle,4.588537
ankou,0.003714
ankus,0.005466
annal,0.082153
annam,0.244941
annas,0.555049
annat,0.020894
annex,2.856953
annie,5.294613
anniv,0.014235
annoy,0.813218
annot,0.121178
annul,0.383937
annum,3.197151
annus,0.129332
anoas,0.000785
anode,2.494528
anoia,0.003048
anoil,0.000000
anole,0.021330
anomy,0.031081
anorn,0.000000
anous,0.005950
anova,0.942832
ansae,0.004273
ansar,0.142905
ansel,0.226219
anser,0.056518
antae,0.023467
antal,0.129717
antar,0.089804
antas,0.015463
anted,0.030618
antes,0.333143
antic,0.180689
antiq,0.180697
antis,0.098385
anton,2.225331
antra,0.030772
antre,0.012233
antsy,0.075176
antum,0.003389
anura,0.063582
anury,0.000392
anvil,0.914826
anzac,0.202860
aoife,0.025663
aorta,4.075133
aotea,0.014746
aotus,0.027894
apace,0.628303
apaid,0.001479
apair,0.001550
apart,39.489549
apass,0.002283
apast,0.001788
apeak,0.036223
apeek,0.000000
apery,0.003595
apers,0.012681
apert,0.060462
aperu,0.000468
aphid,0.407198
aphis,0.108906
aphra,0.145037
apian,0.031605
apina,0.001982
aping,0.144074
apiol,0.007306
apios,0.004892
apish,0.023205
apium,0.022040
apnea,1.266342
apoda,0.014778
apods,0.000000
aport,0.009173
appay,0.001518
appal,0.044741
appar,0.120302
appel,0.507339
apple,9.854269
apply,45.380005
appmt,0.000000
appro,0.115300
apptd,0.020486
appui,0.072112
apres,1.070111
april,76.365552
apron,2.258426
apses,0.094021
apsis,0.015555
apter,0.231424
aptly,1.673719
aquae,0.093431
aquas,0.035775
araba,0.063586
araby,0.064470
arabs,7.600694
arace,0.000943
arach,0.007932
arado,0.021100
arain,0.011828
araks,0.011392
arara,0.021576
arase,0.009684
arati,0.058869
arber,0.170950
arbor,4.675625
arced,0.103237
arces,0.009660
archd,0.011951
arche,0.187666
archy,0.132198
archt,0.013537
arcos,0.097589
arcus,0.127164
ardea,0.076013
ardeb,0.003139
arder,0.012031
ardor,0.800185
ardri,0.001110
aread,0.001970
areal,0.737411
arear,0.002057
areas,137.564115
areca,0.149778
areek,0.000000
arefy,0.000000
arena,7.253186
arend,0.135520
areng,0.001356
arent,0.056950
arere,0.004416
arest,0.005843
arete,0.242638
argal,0.009141
argan,0.051825
argas,0.015999
argel,0.013129
argil,0.009192
argin,0.003179
argle,0.003445
argol,0.010314
argon,1.767871
argos,0.562228
argot,0.185537
argue,21.282856
argus,0.829542
arhar,0.035002
arhat,0.126034
arian,0.418210
aryan,1.963052
arias,0.854923
ariel,1.154844
aries,1.018310
ariki,0.087239
arils,0.008086
arion,0.126506
arise,24.884137
arish,0.082649
arist,0.147990
arith,0.034102
arius,0.235606
arjun,0.336956
arkie,0.009240
arles,0.200893
armed,25.033174
armer,0.056130
armet,0.009339
armil,0.000817
armor,3.411130
arnee,0.002477
arnut,0.000000
aroid,0.010397
aroma,1.520476
aroph,0.000662
arose,13.399222
arpen,0.000000
arrah,0.075268
array,16.773741
arras,0.477059
arrau,0.023070
arret,0.093672
arrha,0.003235
arrie,0.006600
arris,0.046917
arrow,11.585219
arroz,0.056054
arses,0.039651
arsis,0.018191
arsle,0.000000
arson,0.858613
artal,0.011955
artel,0.057731
arter,0.140221
artha,0.225197
artic,0.040662
artie,0.447333
artly,0.002101
artsy,0.061794
artus,0.067038
arulo,0.000000
arums,0.010790
arval,0.014928
arvel,0.007868
arvos,0.000000
asana,0.163549
asaph,0.158313
asarh,0.005324
ascan,0.004574
ascii,1.212060
ascon,0.009739
ascot,0.191586
ascus,0.118495
asdic,0.062436
asgmt,0.000642
ashed,0.058480
ashen,0.472405
asher,0.898669
ashes,4.980957
ashet,0.001257
ashir,0.005978
ashot,0.015765
ashur,0.140150
asian,22.714484
aside,23.788701
asyla,0.001074
async,0.046152
askar,0.041479
asked,179.355971
asker,0.064454
askew,0.476171
askos,0.010084
asoak,0.000000
asoka,0.574616
aspca,0.027910
aspen,1.326563
asper,0.075513
aspic,0.079660
aspis,0.021699
assai,0.082938
assay,6.676279
assam,3.063479
asses,0.828452
asset,10.455070
assis,0.186306
assoc,4.019935
assot,0.000801
astay,0.000000
astel,0.005692
aster,0.404185
astir,0.175314
astor,0.899292
astre,0.014904
astur,0.008911
asway,0.001082
aswim,0.003143
atake,0.001784
atame,0.000595
ataxy,0.009482
atelo,0.000000
athar,0.056740
athel,0.014738
atilt,0.006235
atimy,0.000000
ating,0.104652
atlas,5.065493
atlee,0.088202
atman,0.967242
atmos,0.415042
atoke,0.001673
atole,0.041534
atoll,0.553408
atomy,0.006489
atoms,15.534270
atone,0.597599
atony,0.119089
atopy,0.169959
atour,0.002279
atria,0.678765
atrip,0.010794
attal,0.012653
attar,0.174026
atter,0.074792
attic,3.018631
attle,0.006291
attry,0.000000
aubin,0.177407
aucht,0.002129
audad,0.000000
audio,8.041633
audit,6.725080
augen,0.192613
auger,0.938761
auget,0.007575
aught,0.693657
augur,0.274595
aulas,0.007809
aulic,0.020747
auloi,0.004146
aulos,0.033495
aumil,0.001078
aunty,0.347683
aunts,1.389495
aurae,0.008086
aural,0.819295
aurar,0.002477
auras,0.185323
aurei,0.027474
aures,0.059991
auric,0.092523
aurin,0.004412
auris,0.027966
aurum,0.099646
autor,0.228744
autos,0.571912
autre,0.876412
auxin,0.481657
avahi,0.003151
avail,3.724362
avale,0.006747
avant,2.732980
avars,0.131722
avast,0.038395
avena,0.121047
avens,0.023851
avera,0.015218
avery,1.542583
avern,0.002592
avers,0.210538
avert,1.531246
avgas,0.010643
avian,1.358715
avile,0.002914
avine,0.000884
avion,0.059800
aviso,0.033159
avoid,55.145382
avoir,0.627752
avoke,0.000000
avoue,0.018250
avows,0.080556
awabi,0.004555
awacs,0.115922
aways,0.084813
await,3.606395
awake,8.119157
awalt,0.003175
awane,0.001181
award,12.389249
aware,46.339747
awarn,0.000000
awash,0.463874
awave,0.001681
aweto,0.000733
awful,8.152046
awing,0.022309
awkly,0.000000
awned,0.022214
awner,0.000789
awoke,3.175302
awork,0.002010
axels,0.004178
axial,6.500279
axile,0.021691
axils,0.128190
axing,0.021798
axiom,2.029246
axion,0.043679
axled,0.004206
axles,0.429190
axman,0.009228
axmen,0.010179
axoid,0.000535
axone,0.012958
axons,2.427763
azans,0.000000
azide,0.274393
azido,0.033095
azyme,0.001578
azine,0.016526
azlon,0.000813
azoic,0.023760
azole,0.052479
azote,0.042426
azoth,0.009038
azoxy,0.011440
aztec,1.604833
azure,0.709870
baaed,0.061148
baals,0.029575
babas,0.046937
babby,0.033250
babel,0.995541
babes,0.594412
babis,0.030752
babka,0.013033
bable,0.008832
baboo,0.043623
babul,0.043171
babus,0.035200
bacca,0.015507
baccy,0.020113
bache,0.248425
backy,0.002600
backs,5.775029
bacon,7.072247
badan,0.103523
baddy,0.007805
badge,2.222271
badly,14.144712
badon,0.034915
baffy,0.005014
bafta,0.012035
bagel,0.219746
bagge,0.058992
baggy,0.555993
bagle,0.002006
bagne,0.015004
bagre,0.021667
bahai,0.059202
baham,0.006640
bahar,0.101902
bahts,0.016724
bahut,0.016129
bayed,0.055979
baign,0.000000
baile,0.133530
bailo,0.017834
bails,0.063844
bayou,0.672307
bairn,0.116834
baith,0.044460
baits,0.351461
baiza,0.007940
baize,0.129800
bajan,0.042133
bajra,0.146389
bakal,0.024862
baked,3.622005
baken,0.013228
baker,10.614200
bakes,0.169511
bakra,0.014084
balai,0.080357
balak,0.105937
balan,0.096776
balao,0.010750
balas,0.070400
balat,0.022503
baldy,0.181058
baled,0.130910
baler,0.082165
bales,1.501964
balky,0.064470
balks,0.104779
balli,0.051020
bally,0.210003
ballo,0.070237
balls,7.122110
balmy,0.386934
balms,0.034399
balon,0.037515
baloo,0.024806
balor,0.032675
balow,0.024481
balsa,0.196446
balti,0.057783
balun,0.041269
balut,0.014350
balza,0.004685
bamah,0.009942
banak,0.005994
banal,0.891479
banat,0.128353
banca,0.191840
banco,0.986931
banda,0.674032
bande,0.266838
bandh,0.051115
bandi,0.071625
bandy,0.230358
bando,0.076171
bands,13.956967
baned,0.001847
banes,0.087136
banff,0.302268
banga,0.078578
bange,0.023812
bangy,0.001379
bangs,0.644199
bania,0.092206
banya,0.028687
banig,0.002069
banjo,0.678404
banky,0.012546
banks,33.657684
banns,0.142045
banty,0.016843
bantu,1.702073
banus,0.012641
barad,0.020898
barat,0.149469
barba,0.162570
barbe,0.187713
barbs,0.407693
barbu,0.036746
barde,0.043160
bardy,0.046898
bardo,0.149374
bards,0.528491
bared,0.691620
barer,0.075842
bares,0.108763
baret,0.020014
barff,0.010298
barfy,0.001217
barfs,0.002791
barge,1.827354
baria,0.032433
baric,0.028881
barie,0.007004
barye,0.017037
baris,0.038173
barit,0.003730
barky,0.015626
barks,0.556270
barly,0.011531
barmy,0.038022
barms,0.004237
barny,0.026872
barns,1.289516
baron,5.909848
barra,0.291514
barre,0.942071
barry,6.108303
barse,0.011492
barth,1.848279
basad,0.005260
basal,8.285227
basan,0.020470
based,189.719625
baser,0.264876
bases,14.781475
basic,106.715744
basil,4.206241
basin,13.717009
basis,104.183801
basks,0.050069
bason,0.042442
bassa,0.134069
bassi,0.115803
bassy,0.012039
basso,0.375050
basta,0.160259
baste,0.260381
basti,0.119731
basto,0.018476
batak,0.201330
batan,0.029698
batch,5.554403
batea,0.010608
bated,0.156501
bater,0.016982
bates,2.568214
bathe,1.630115
baths,3.430213
batik,0.252072
batis,0.019150
baton,2.334142
batta,0.047897
batty,0.187610
batts,0.089280
battu,0.026808
batwa,0.023213
bauch,0.040040
bauds,0.030348
bauge,0.008507
bauld,0.017025
baulk,0.067716
baume,0.113682
bauta,0.004099
bavin,0.027783
bawdy,0.408149
bawds,0.030007
bawls,0.032322
bazar,0.588882
bazoo,0.004162
beach,21.687168
beady,0.206661
beads,5.436333
beaky,0.028885
beaks,0.462083
beamy,0.019086
beams,7.196414
beany,0.046937
beano,0.040397
beans,7.249468
beard,6.580744
bears,12.397657
beast,6.955893
beata,0.166205
beath,0.030780
beati,0.088230
beats,4.499213
beaus,0.034344
beaut,0.091556
beaux,0.827568
bebop,0.182421
becap,0.000000
becco,0.006858
beche,0.075315
becky,1.409481
becks,0.056582
bedad,0.026356
bedel,0.031077
beden,0.007472
bedew,0.010711
bedye,0.000000
bedim,0.005018
bedog,0.000000
beech,1.390339
beedi,0.048856
beefy,0.201960
beefs,0.027328
beele,0.002969
beeps,0.138925
beery,0.124928
beers,1.323951
beest,0.021104
beets,0.779259
beeve,0.002030
befit,0.108343
befog,0.013755
begad,0.012962
begay,0.049185
began,151.066269
begar,0.041681
begat,0.279860
begem,0.002596
beget,0.515683
begin,63.313787
begob,0.006457
begod,0.006073
begot,0.283498
begum,0.395575
begun,27.410290
behen,0.008094
beige,0.995481
beigy,0.000000
beild,0.000801
being,238.640655
beira,0.162526
beisa,0.004384
bejan,0.027165
bejel,0.020708
bekah,0.007674
belah,0.009708
belay,0.238896
belam,0.001257
belar,0.015305
belch,0.209321
belee,0.000654
belga,0.012201
belie,0.364720
bella,1.576300
belle,3.107629
belli,0.425143
belly,6.291862
bello,0.675808
bells,4.891395
below,105.809401
belts,3.208159
belue,0.003235
bemad,0.002842
beman,0.048226
bemas,0.003579
bemba,0.175706
bemol,0.007738
bemud,0.000436
bench,8.978357
benda,0.215255
bendy,0.028140
bends,2.058857
benes,0.410218
benet,0.276970
benic,0.001007
benim,0.004138
benin,0.962017
benjy,0.173114
benne,0.098730
benni,0.018861
benny,1.641813
benty,0.006009
bents,0.112755
benzo,0.219243
beray,0.000805
berat,0.037071
beret,0.395429
bergh,0.296413
bergs,0.101576
beryl,0.664522
beryx,0.001962
berme,0.004416
berms,0.075506
berne,1.123473
berob,0.000000
beroe,0.017957
berri,0.072354
berry,4.137454
berth,1.126914
besan,0.024949
besee,0.000000
beset,2.014833
besit,0.001772
besom,0.047179
besot,0.002569
bessy,0.141696
bests,0.046204
betag,0.000690
betas,0.186401
betel,0.622619
betes,0.054243
beths,0.002164
betis,0.009609
beton,0.096875
betsy,1.572887
betso,0.000000
betta,0.069306
betty,5.502697
bevel,0.829411
bever,0.132527
bevil,0.030499
bevor,0.039061
bevue,0.006885
bevvy,0.003286
bewet,0.000000
bewig,0.000571
bewit,0.000000
bezel,0.104486
bhaga,0.060811
bhalu,0.005799
bhang,0.073476
bhava,0.247506
bhili,0.007448
bhima,0.272344
bhoot,0.005653
bialy,0.013073
byard,0.028798
bibby,0.121119
bibbs,0.039648
bibio,0.003655
bible,26.402631
bicep,0.073274
bices,0.001288
bidar,0.102167
biddy,0.275749
bided,0.124330
bider,0.008566
bides,0.043326
bidet,0.061850
bidri,0.007575
bield,0.006085
biens,0.140804
biers,0.031676
bifer,0.000000
biffy,0.006477
biffs,0.006925
bifid,0.172908
bigam,0.000749
bigas,0.012720
biggy,0.011527
bigha,0.059535
bight,0.461433
bigly,0.002608
bigot,0.305122
bihai,0.002699
bijou,0.164584
biked,0.025132
biker,0.224927
bikes,0.912916
bikie,0.005569
bikol,0.034708
bylaw,0.092039
bilby,0.050366
bilbo,0.195970
biles,0.067371
bilge,0.284192
bilgy,0.000000
bilic,0.002093
bilin,0.033614
bilks,0.003746
billa,0.028287
billy,8.690835
bills,12.343537
bimah,0.040008
bimas,0.022361
bimbo,0.116429
binal,0.002248
bindi,0.034546
binds,3.728699
bines,0.039699
binge,0.892731
bingy,0.001268
bingo,0.717810
binit,0.005058
binna,0.009446
binny,0.037733
bints,0.006568
biome,0.178390
biont,0.001157
biose,0.001253
biota,0.510657
byous,0.000000
biped,0.128531
bipod,0.027950
birch,3.005962
birde,0.007936
birdy,0.068212
birds,27.169705
byres,0.065718
birky,0.008657
birks,0.163371
birle,0.002406
birls,0.000769
birma,0.006160
birne,0.003250
biron,0.139860
byron,3.807252
birri,0.015043
birrs,0.000515
birse,0.019487
birth,49.928783
bises,0.001934
bisie,0.000000
bisks,0.001613
bison,1.190270
byssi,0.000000
bisso,0.005664
bisti,0.008237
bitch,3.609272
bited,0.004868
biter,0.079612
bites,2.303378
bytes,3.112319
bitis,0.011924
bitsy,0.082248
bitte,0.108660
bitty,0.112501
bitts,0.041134
biune,0.003326
bivvy,0.007964
byway,0.127196
bixin,0.006382
bizen,0.031490
bizet,0.111130
blabs,0.007853
black,158.776520
blade,9.022059
blady,0.007159
blaff,0.000610
blahs,0.016775
blain,0.104700
blair,3.627749
blake,5.107867
blame,14.201024
blanc,1.283891
bland,2.164104
blank,11.489997
blare,0.182953
blart,0.000932
blase,0.228938
blash,0.003465
blast,5.773610
blate,0.006485
blats,0.002382
blaze,2.021374
bleak,2.564480
blear,0.034522
bleat,0.123125
blebs,0.151832
bleck,0.034431
bleed,1.951925
bleep,0.059761
blend,5.402810
blenk,0.005561
blent,0.053133
bless,5.191856
blest,0.604246
blick,0.174977
blier,0.030051
blimy,0.001138
blimp,0.141922
blind,21.149528
blini,0.011119
bliny,0.003583
blink,1.304008
blype,0.000000
blips,0.095904
blirt,0.000000
bliss,4.692417
blist,0.002565
blite,0.004745
blitz,0.599596
blizz,0.000567
bloat,0.145794
blobs,0.301709
block,42.234742
blocs,0.943553
bloke,0.421876
blond,3.439678
blood,132.957261
bloom,6.147527
bloop,0.014548
blore,0.052974
blote,0.002803
blots,0.422407
blout,0.014405
blowy,0.012229
blown,6.310481
blows,5.196918
blued,0.050755
bluey,0.046319
bluer,0.136717
blues,5.128357
bluet,0.014889
bluff,2.781610
blume,0.325540
blunk,0.009537
blunt,4.285770
blurb,0.150757
blurs,0.393693
blurt,0.193608
blush,1.823846
board,78.295969
boars,0.305708
boart,0.005110
boast,2.829407
boats,12.522236
bobac,0.001435
bobby,4.395817
bobet,0.005133
bobol,0.000828
bocal,0.007028
bocca,0.096348
bocce,0.023415
bocci,0.014575
boche,0.146294
bocks,0.024414
boded,0.128555
boden,0.336802
bodes,0.134180
bodge,0.015491
bodhi,0.309593
bodle,0.010203
boers,1.046763
boffo,0.011484
boffs,0.003266
bogan,0.143848
bogey,0.308495
boggy,0.268134
bogie,0.179429
bogle,0.178715
bogue,0.233362
bogus,0.772389
bohea,0.020315
bohor,0.006648
boyar,0.131964
boyau,0.003346
boyce,0.711995
boyer,1.164528
boyla,0.000000
boils,1.194119
boing,0.041225
boyos,0.007008
boise,0.565455
boist,0.000000
boite,0.058789
bolar,0.011270
bolas,0.046422
boldo,0.007103
boldu,0.002133
boles,0.233913
bolis,0.027328
bolly,0.014453
bolls,0.133046
bolos,0.036040
bolti,0.001027
bolty,0.000630
bolts,3.379458
bolus,1.158638
bombe,0.064696
bombo,0.029543
bombs,5.277806
bonce,0.005827
bonds,19.556853
boned,0.426867
boney,0.112818
boner,0.089589
bones,18.860885
bongo,0.183293
bongs,0.016799
bonks,0.012352
bonne,0.511953
bonny,0.456930
bonum,0.388940
bonus,3.928149
bonze,0.037356
booby,0.441236
boobs,0.162891
boodh,0.003520
boody,0.018167
booed,0.171124
booky,0.004899
books,107.930797
booly,0.001677
boomy,0.009224
booms,0.705268
boone,1.443611
boong,0.006866
boons,0.167014
boors,0.074499
boort,0.002160
boose,0.061386
boosy,0.001356
boost,3.428678
booth,5.372775
booty,1.260773
boots,8.119291
booze,0.845853
boozy,0.058948
borak,0.021251
boral,0.020236
boran,0.060098
boras,0.036389
borax,0.455927
bored,5.079255
boree,0.008324
borel,0.201936
borer,0.424441
bores,0.576395
boric,0.427735
boris,2.242408
borne,10.116390
boron,1.775890
borty,0.000698
borts,0.013129
bortz,0.033832
bosch,0.987854
bosey,0.002240
boser,0.012494
bosky,0.028973
bosks,0.001364
bosom,3.335307
boson,0.304230
bossa,0.061651
bossy,0.343552
bosun,0.107725
botan,0.074118
botas,0.036346
botch,0.083279
botel,0.015202
bothy,0.035263
botry,0.000396
botte,0.070872
botts,0.076675
bouch,0.018948
boucl,0.000000
bouet,0.015995
bouge,0.020145
bough,0.772243
boule,0.210926
boult,0.065104
bound,40.055547
bourd,0.003988
bourg,0.170601
bourn,0.091357
bouse,0.149049
bousy,0.000000
bouts,1.125868
bovey,0.047988
bovid,0.037717
bowed,5.484170
bowel,7.441779
bower,1.352733
bowet,0.003183
bowge,0.004043
bowie,0.889160
bowle,0.015792
bowls,3.031272
bowne,0.081186
bowse,0.010647
boxed,0.816869
boxen,0.006140
boxer,1.414916
boxes,12.008364
boxty,0.003084
bozal,0.010390
bozos,0.023613
braca,0.004729
brace,5.200636
brach,0.055059
brack,0.195903
bract,0.082712
brads,0.063320
braes,0.057065
bragi,0.017437
brags,0.108018
brahm,0.132781
braid,1.103939
